gene,Score,p,qvalue
TP53,1.0,0.0,0.0
CREBBP,1.0,0.0,0.0
ZFP36L1,1.0,0.0,0.0
RB1,1.0,0.0,0.0
BIRC6,1.0,0.0,0.0
ARID1A,1.0,0.0,0.0
NXF1,1.0,0.0,0.0
NFE2L2,1.0,0.0,0.0
NEB,1.0,0.0,0.0
SF3B1,1.0,0.0,0.0
KLF5,1.0,0.0,0.0
JUN,1.0,0.0,0.0
ERBB3,1.0,0.0,0.0
ERCC2,1.0,0.0,0.0
BRCA2,1.0,0.0,0.0
FOXQ1,1.0,0.0,0.0
KMT2D,1.0,0.0,0.0
FAT1,1.0,0.0,0.0
COPS5,1.0,0.0,0.0
NSD1,1.0,0.0,0.0
CSMD3,1.0,0.0,0.0
HMCN1,1.0,0.0,0.0
ACTB,1.0,0.0,0.0
ELAVL1,1.0,0.0,0.0
SACS,1.0,0.0,0.0
DNAH8,1.0,0.0,0.0
SYNE2,1.0,0.0,0.0
SYNE1,1.0,0.0,0.0
STAG2,1.0,0.0,0.0
RUNX1,1.0,0.0,0.0
APP,1.0,0.0,0.0
OBSCN,1.0,0.0,0.0
AHNAK,1.0,0.0,0.0
RYR2,1.0,0.0,0.0
NTRK1,1.0,0.0,0.0
FOXA1,1.0,0.0,0.0
HSP90AA1,1.0,0.0,0.0
ATM,1.0,0.0,0.0
PIK3CA,1.0,0.0,0.0
CDKN1A,1.0,0.0,0.0
EGFR,1.0,0.0,0.0
RBM10,1.0,0.0,0.0
UBC,1.0,0.0,0.0
MINA,1.0,0.0,0.0
DNAH5,1.0,0.0,0.0
THRAP3,1.0,0.0,0.0
MOV10,1.0,0.0,0.0
RHOB,1.0,0.0,0.0
MACF1,1.0,0.0,0.0
HERC2,1.0,0.0,0.0
TGFBR2,1.0,0.0,0.0
CUL3,1.0,0.0,0.0
KMT2C,1.0,0.0,0.0
HRAS,1.0,0.0,0.0
HLA-A,1.0,0.0,0.0
MED13,1.0,0.0,0.0
KDM6A,1.0,0.0,0.0
MUC16,1.0,0.0,0.0
ELF3,1.0,0.0,0.0
SPTAN1,1.0,0.0,0.0
GAR1,1.0,0.0,0.0
KRAS,1.0,0.0,0.0
FAT4,1.0,0.0,0.0
GNA13,1.0,0.0,0.0
FGF19,1.0,0.0,0.0
PSIP1,1.0,0.0,0.0
EPHA2,1.0,0.0,0.0
RARS2,1.0,0.0,0.0
RXRA,1.0,0.0,0.0
ERBB2,1.0,0.0,0.0
TSC1,1.0,0.0,0.0
BRCA1,1.0,0.0,0.0
GPR98,1.0,0.0,0.0
EP300,1.0,0.0,0.0
CUL1,1.0,0.0,0.0
FBXW7,1.0,0.0,0.0
KMT2A,1.0,0.0,0.0
RYR3,1.0,0.0,0.0
ARID2,1.0,0.0,0.0
PTEN,1.0,0.0,0.0
FGFR3,1.0,0.0,0.0
CDKN2A,1.0,0.0,0.0
NF1,1.0,0.0,0.0
NCOR1,1.0,0.0,0.0
FN1,1.0,0.0,0.0
RYR1,0.9999999,0.0024736048265460164,0.3901934927817302
TM6SF1,0.9999999,0.0024736048265460164,0.3901934927817302
LRP1B,0.9999999,0.0024736048265460164,0.3901934927817302
MB21D2,0.9999999,0.0024736048265460164,0.3901934927817302
MUC17,0.9999999,0.0024736048265460164,0.3901934927817302
ANK3,0.9999999,0.0024736048265460164,0.3901934927817302
CHD2,0.9999999,0.0024736048265460164,0.3901934927817302
MGA,0.9999999,0.0024736048265460164,0.3901934927817302
CELSR3,0.9999999,0.0024736048265460164,0.3901934927817302
TFPI2,0.9999999,0.0024736048265460164,0.3901934927817302
C3orf70,0.9999999,0.0024736048265460164,0.3901934927817302
