gene,Score,p,qvalue
UBC,1.0,0.0,0.0
ELAVL1,1.0,0.0,0.0
RBM41,1.0,0.0,0.0
NRAS,1.0,0.0,0.0
TP53,1.0,0.0,0.0
TRIM58,1.0,0.0,0.0
STXBP5L,1.0,0.0,0.0
ATRX,1.0,0.0,0.0
NF1,1.0,0.0,0.0
ARID1A,1.0,0.0,0.0
CDKN2A,1.0,0.0,0.0
BCOR,1.0,0.0,0.0
ZNF292,1.0,0.0,0.0
EGFR,1.0,0.0,0.0
FUBP1,1.0,0.0,0.0
LHFPL1,1.0,0.0,0.0
PTEN,1.0,0.0,0.0
NIPBL,1.0,0.0,0.0
PIK3CA,1.0,0.0,0.0
SETD2,1.0,0.0,0.0
IDH2,1.0,0.0,0.0
PLCG1,1.0,0.0,0.0
NOTCH1,1.0,0.0,0.0
MAX,1.0,0.0,0.0
IDH1,1.0,0.0,0.0
NCAM1,1.0,0.0,0.0
CIC,1.0,0.0,0.0
PIK3R1,1.0,0.0,0.0
KIF26B,1.0,0.0,0.0
NTRK1,1.0,0.0,0.0
TCF12,1.0,0.0,0.0
PRUNE2,0.9999999,0.002719238613188346,0.6240086109222848
CUL1,0.9999999,0.002719238613188346,0.6240086109222848
RB1,0.9999999,0.002719238613188346,0.6240086109222848
JAZF1,0.9999999,0.002719238613188346,0.6240086109222848
ZCCHC12,0.9999999,0.002719238613188346,0.6240086109222848
PBRM1,0.99999976,0.0029458418309540324,0.6240086109222848
WDR62,0.99999976,0.0029458418309540324,0.6240086109222848
EP300,0.99999976,0.0029458418309540324,0.6240086109222848
MUC16,0.99999976,0.0029458418309540324,0.6240086109222848
FN1,0.99999976,0.0029458418309540324,0.6240086109222848
ESR1,0.99999964,0.0032857466576026173,0.6240086109222848
ARID2,0.99999964,0.0032857466576026173,0.6240086109222848
AKAP3,0.99999964,0.0032857466576026173,0.6240086109222848
HOXD4,0.9999995,0.0032857466576026173,0.6240086109222848
SMARCA4,0.9999994,0.0035123498753683036,0.6240086109222848
NAE1,0.9999994,0.0035123498753683036,0.6240086109222848
FIP1L1,0.9999994,0.0035123498753683036,0.6240086109222848
RAB3GAP1,0.99999917,0.0035123498753683036,0.6240086109222848
PIKFYVE,0.99999905,0.0038522547020167774,0.6240086109222848
MDM2,0.9999988,0.003965556310899676,0.6240086109222848
SLC16A12,0.9999988,0.003965556310899676,0.6240086109222848
HOXA5,0.9999988,0.003965556310899676,0.6240086109222848
CCAR1,0.9999987,0.003965556310899676,0.6240086109222848
CREBBP,0.9999987,0.003965556310899676,0.6240086109222848
CTPS2,0.9999987,0.003965556310899676,0.6240086109222848
TTC17,0.999998,0.004418762746431049,0.683125216167551
OBSL1,0.99999774,0.0047586675730796335,0.7229892871375471
CTNNB1,0.9999975,0.005211874008611006,0.778424301082715
CTSO,0.9999969,0.005438477226376692,0.7800107636528537
KCNMB4,0.9999963,0.0056650804441423785,0.7800107636528537
VHL,0.99999595,0.0056650804441423785,0.7800107636528537
OBSCN,0.9999957,0.0056650804441423785,0.7800107636528537
BTRC,0.99999523,0.0056650804441423785,0.7800107636528537
DNMT3A,0.99999475,0.005891683661908065,0.798731021980521
CDC123,0.9999937,0.006458191706322225,0.8622664441835067
PARK2,0.99999285,0.00679809653297081,0.8826556583480416
KDM1A,0.9999926,0.0069113981418537085,0.8826556583480416
TUBGCP3,0.9999924,0.0069113981418537085,0.8826556583480416
BAG3,0.9999913,0.007251302968502182,0.9128354536920175
CUL5,0.99999094,0.007704509404033555,0.9562272798358264
SYNE1,0.999987,0.0086109222750963,0.9984137774756402
KAT6B,0.99998474,0.0086109222750963,0.9984137774756402
VCP,0.99998415,0.008724223883979199,0.9984137774756402
BRCA1,0.9999831,0.008724223883979199,0.9984137774756402
MYT1,0.9999796,0.009177430319510571,0.9984137774756402
KEAP1,0.9999796,0.009177430319510571,0.9984137774756402
RPA1,0.999979,0.00929073192839347,0.9984137774756402
SIN3A,0.99997866,0.00929073192839347,0.9984137774756402
CLIP1,0.9999783,0.00929073192839347,0.9984137774756402
ZBTB20,0.99997747,0.009517335146159156,0.9984137774756402
REV3L,0.99997723,0.009517335146159156,0.9984137774756402
MAP3K1,0.9999771,0.009743938363924842,0.9984137774756402
SNCA,0.99997663,0.009970541581690529,0.9984137774756402
MNS1,0.9999765,0.009970541581690529,0.9984137774756402
CUL4B,0.99997556,0.010310446408339002,0.9984137774756402
NEB,0.99997234,0.010763652843870375,0.9984137774756402
ABCE1,0.99996865,0.010763652843870375,0.9984137774756402
ARID1B,0.9999682,0.010763652843870375,0.9984137774756402
KMT2D,0.99996674,0.01110355767051896,0.9984137774756402
CUL2,0.9999666,0.01110355767051896,0.9984137774756402
NOTCH2,0.99996424,0.011443462497167545,0.9984137774756402
ANKRD17,0.99996316,0.011443462497167545,0.9984137774756402
HNRNPA1,0.99996185,0.011443462497167545,0.9984137774756402
CUL7,0.99996114,0.011443462497167545,0.9984137774756402
CENPE,0.99996066,0.011443462497167545,0.9984137774756402
DLG3,0.99995863,0.011896668932698917,0.9984137774756402
SIRT7,0.99995804,0.012009970541581705,0.9984137774756402
SSH2,0.99995387,0.012463176977113077,0.9984137774756402
FUS,0.9999535,0.012463176977113077,0.9984137774756402
LRRN1,0.99995244,0.012689780194878764,0.9984137774756402
CNOT1,0.9999505,0.012689780194878764,0.9984137774756402
MAP2K7,0.9999497,0.012689780194878764,0.9984137774756402
MTOR,0.9999474,0.012803081803761662,0.9984137774756402
DNAH5,0.9999472,0.012803081803761662,0.9984137774756402
IRAK2,0.9999467,0.012803081803761662,0.9984137774756402
CDKN2C,0.99994147,0.013256288239293035,0.9984137774756402
SMAD3,0.99993896,0.013256288239293035,0.9984137774756402
PTPRU,0.99993825,0.013482891457058721,0.9984137774756402
HECTD4,0.999936,0.01359619306594162,0.9984137774756402
DMXL1,0.9999341,0.013822796283707306,0.9984137774756402
ZIC3,0.99993336,0.013822796283707306,0.9984137774756402
ATM,0.99993,0.01416270111035578,0.9984137774756402
CCDC8,0.9999118,0.01540901880806711,0.9984137774756402
CBL,0.99990976,0.015748923634715695,0.9984137774756402
EEF1A1,0.99990976,0.015748923634715695,0.9984137774756402
WDR19,0.99990284,0.01597552685248138,0.9984137774756402
LPPR1,0.9999012,0.01608882846136417,0.9984137774756402
EDC3,0.99989986,0.016202130070247067,0.9984137774756402
GPATCH2L,0.99989736,0.01654203489689554,0.9984137774756402
