Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Silent,Splice_Site,Translation_Start_Site,DEL,INS,SNP,pnum,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,Mean Missense MGAEntropy,Mean VEST Score,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,class
FAM83E,10.0,5.0,0.0,0.0,73.0,4.0,0.0,0.0,0.0,0.0,10.0,5.0,77.0,89.0,1437.0,0.238095238,0.0,0.0,0.761904762,0.0,1.0,0.0,0.0,1.0,0.90921625,0.276952381,0.0,2.666666667,2.666666667,1.0,1.0,0.146735143,0.428338381,20.60703135,242.0,0.03144003,0.0,0.0,0.5710674,0.9675742,4.605652,0.98237535,-3.745,0.5984516,0.054151754,17.69473854,0
ASXL2,10.0,4.0,3.0,0.0,234.0,40.0,0.0,0.0,4.0,2.0,14.0,4.0,279.0,253.0,4308.0,0.2,0.1625,0.0,0.5375,0.0,1.0,0.0625,0.0375,0.838234601,0.829040465,0.48725,0.0,2.529411765,3.764705882,0.0003,1.0,0.638977636,0.925166661,19.20105947,287.0,0.03117825,2.93e-05,11.0,1.538042,1.5158356,5.037775,1.0443651,-6.6008724,1.6719991,0.054151754,17.69473854,1
RBM11,1.0,2.0,0.0,0.0,72.0,9.0,0.0,0.0,2.0,1.0,1.0,2.0,84.0,83.0,846.0,0.137931034,0.172413793,0.034482759,0.586206897,0.0,1.0,0.068965517,0.0,0.829644001,0.69463548,0.497965517,0.0,3.4,5.0,0.010725011,1.0,0.588235294,0.900369559,16.60265537,964.0,-0.02985592,7.92e-06,13.0,0.018443029,3.569021,7.890853,3.7313614,-7.576118,2.266335,0.054151754,17.69473854,0
FGF10,1.0,0.0,1.0,0.0,61.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,67.0,66.0,627.0,0.37037037,0.074074074,0.037037037,0.481481481,0.0,1.0,0.037037037,0.0,0.93768595,0.763876676,0.43537037,0.0,1.181818182,1.545454545,0.387446726,1.0,0.937207123,0.997985916,16.71036655,886.0,-0.0388557,1.5e-06,6.0,11.334745,8.726256,15.600184,9.848521,-5.27,0.9666026,0.027428369,2.071257947,0
AJUBA,13.0,8.0,2.0,0.0,46.0,16.0,0.0,0.0,3.0,0.0,15.0,8.0,65.0,82.0,1617.0,0.097560976,0.146341463,0.0,0.512195122,0.0,1.0,0.195121951,0.048780488,0.748233354,0.583867149,0.678609756,0.0,4.2,7.4,0.014002661,1.0,0.025583299,0.119366954,20.24300309,185.0,0.03786223,1.42e-05,22.0,-0.64067794,5.215231,9.401828,4.3080863,-11.7591664,3.9024457,0.054151754,17.69473854,1
MAP2K7,9.0,3.0,1.0,0.0,97.0,4.0,0.0,0.0,7.0,0.0,11.0,3.0,107.0,103.0,1260.0,0.228571429,0.057142857,0.057142857,0.6,0.085714286,0.94845017,0.028571429,0.028571429,0.897704845,0.40680911,0.593371429,0.0,2.333333333,3.0,0.045816916,0.054365466,0.040571243,0.015697172,19.8615713,320.0,0.02740313,0.000165284,43.0,-2.2069387,1.1545612,2.5308697,0.36078463,-6.398077,1.4878627,0.005274977,0.076567666,1
CASP2,2.0,2.0,0.0,0.0,84.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,87.0,79.0,1359.0,0.25,0.0,0.0,0.714285714,0.0,1.0,0.035714286,0.0,0.970283629,0.905791466,0.374428571,0.0,2.5,2.625,1.0,1.0,0.226090889,0.562246936,18.53489633,372.0,0.0210963,0.000100533,32.0,6.090345,2.9830437,8.925672,3.304212,-3.408,0.76273233,0.028878244,2.295063949,0
LDB1,4.0,0.0,1.0,0.0,70.0,6.0,0.0,0.0,1.0,0.0,6.0,0.0,76.0,77.0,1236.0,0.192307692,0.153846154,0.038461538,0.576923077,0.0,1.0,0.038461538,0.0,0.856725557,0.326777553,0.675615385,0.0,2.5,3.5,0.01002828,1.0,0.338753388,0.705448139,19.95820435,187.0,0.03822902,0.000195416,32.0,-1.898773,1.4560104,2.7995605,0.34215709,-7.8369446,2.2479346,0.013987947,0.538403815,1
TCF7L2,16.0,4.0,4.0,1.0,122.0,18.0,0.0,0.0,6.0,0.0,20.0,7.0,144.0,157.0,1809.0,0.206896552,0.103448276,0.034482759,0.482758621,0.0,1.0,0.155172414,0.017241379,0.777824863,0.402798204,0.636931034,0.0,2.153846154,3.538461538,0.032299742,1.0,0.125691302,0.386365807,17.25727918,435.0,-0.009435485,1.09e-05,16.0,-2.926914,1.6049886,2.1810416,0.34130828,-9.6905515,2.4837382,0.032094787,2.834286533,1
APOB,37.0,20.0,4.0,0.0,1122.0,80.0,0.0,0.0,5.0,0.0,42.0,20.0,1206.0,824.0,13692.0,0.256993007,0.04020979,0.001748252,0.678321678,0.0,1.0,0.017482517,0.005244755,0.953049756,1.210242463,0.267590909,0.0,2.621621622,2.871621622,0.912408759,1.0,0.490918017,0.840195453,17.76125125,698.0,-0.01116634,0.00035014,42.0,2.8781919,1.4541851,5.7134375,1.3770486,-4.353739,0.9241154,0.10531388,30.50790237,1
