gene,Score,p,qvalue
FOXA1,1.0,0.0,0.0
CD52,1.0,0.0,0.0
RPL5,1.0,0.0,0.0
RPL22,1.0,0.0,0.0
CTCF,1.0,0.0,0.0
BRCA2,1.0,0.0,0.0
CD79B,1.0,0.0,0.0
GATC,1.0,0.0,0.0
DNAH8,1.0,0.0,0.0
SMR3B,1.0,0.0,0.0
HAX1,1.0,0.0,0.0
KRTAP4-11,1.0,0.0,0.0
KRTAP4-12,1.0,0.0,0.0
ZNF140,1.0,0.0,0.0
RHEB,1.0,0.0,0.0
CDKN2A,1.0,0.0,0.0
MYD88,1.0,0.0,0.0
TET2,1.0,0.0,0.0
CREBBP,1.0,0.0,0.0
SPOP,1.0,0.0,0.0
GPX7,1.0,0.0,0.0
ANK3,1.0,0.0,0.0
VHL,1.0,0.0,0.0
PTMA,1.0,0.0,0.0
FUT3,1.0,0.0,0.0
ZFP36L1,1.0,0.0,0.0
NMRK1,1.0,0.0,0.0
S100A8,1.0,0.0,0.0
KRT15,1.0,0.0,0.0
MYCN,1.0,0.0,0.0
NOTCH1,1.0,0.0,0.0
TCF12,1.0,0.0,0.0
RYR2,1.0,0.0,0.0
VAMP1,1.0,0.0,0.0 
CDK12,1.0,0.0,0.0
DNAH5,1.0,0.0,0.0
DMD,1.0,0.0,0.0
DDX3X,1.0,0.0,0.0
RQCD1,1.0,0.0,0.0
FAT2,1.0,0.0,0.0
MAP2K4,1.0,0.0,0.0
BRAF,1.0,0.0,0.0
ACVR2A,1.0,0.0,0.0
FAM209A,1.0,0.0,0.0
TTR,1.0,0.0,0.0
PPP6C,1.0,0.0,0.0
RRAS2,1.0,0.0,0.0
PRUNE2,1.0,0.0,0.0
FAM21A,1.0,0.0,0.0
LRP1B,1.0,0.0,0.0
KMT2B,1.0,0.0,0.0
MUC16,1.0,0.0,0.0
PBRM1,1.0,0.0,0.0
GINS1,1.0,0.0,0.0
FGFR2,1.0,0.0,0.0
EPPIN,1.0,0.0,0.0
LRP2,1.0,0.0,0.0
RASA1,1.0,0.0,0.0
COX7B,1.0,0.0,0.0
RAB28,1.0,0.0,0.0
TP53,1.0,0.0,0.0
HMCN1,1.0,0.0,0.0
HRAS,1.0,0.0,0.0
RAC1,1.0,0.0,0.0
CYS1,1.0,0.0,0.0
ROCK1,1.0,0.0,0.0
EIF2S2,1.0,0.0,0.0
ERBB3,1.0,0.0,0.0
AKT1,1.0,0.0,0.0
POLE3,1.0,0.0,0.0
OR5K1,1.0,0.0,0.0
SNRPD3,1.0,0.0,0.0
SMAD4,1.0,0.0,0.0
HNRNPA1,1.0,0.0,0.0
KANSL1,1.0,0.0,0.0
FLT3,1.0,0.0,0.0
MPV17L,1.0,0.0,0.0
RB1,1.0,0.0,0.0
RPL36A,1.0,0.0,0.0
TRIP12,1.0,0.0,0.0
SMIM3,1.0,0.0,0.0
NPM1,1.0,0.0,0.0
ARHGAP35,1.0,0.0,0.0
IFNA10,1.0,0.0,0.0
NIPBL,1.0,0.0,0.0
ZNF717,1.0,0.0,0.0
FSIP2,1.0,0.0,0.0
PSCA,1.0,0.0,0.0
KMT2D,1.0,0.0,0.0
PRKDC,1.0,0.0,0.0
ZDHHC4,1.0,0.0,0.0
PNOC,1.0,0.0,0.0
NFYB,1.0,0.0,0.0
B2M,1.0,0.0,0.0
CTNNB1,1.0,0.0,0.0
ELF3,1.0,0.0,0.0
ERBB2,1.0,0.0,0.0
APC,1.0,0.0,0.0
GNG2,1.0,0.0,0.0
USH2A,1.0,0.0,0.0
ATG5,1.0,0.0,0.0
CCND1,1.0,0.0,0.0
ARID1B,1.0,0.0,0.0
DBR1,1.0,0.0,0.0
SACS,1.0,0.0,0.0
VPS13B,1.0,0.0,0.0
UBR5,1.0,0.0,0.0
PAGE2B,1.0,0.0,0.0
NSD1,1.0,0.0,0.0
C1QTNF5,1.0,0.0,0.0
TARDBP,1.0,0.0,0.0
STAG2,1.0,0.0,0.0
MZB1,1.0,0.0,0.0
HERC2,1.0,0.0,0.0
MAP2K1,1.0,0.0,0.0
SRCAP,1.0,0.0,0.0
COX7C,1.0,0.0,0.0
CASP8,1.0,0.0,0.0
CDKN1A,1.0,0.0,0.0
KRAS,1.0,0.0,0.0
USP9X,1.0,0.0,0.0
SYNE1,1.0,0.0,0.0
MGA,1.0,0.0,0.0
TSPAN4,1.0,0.0,0.0
NUTF2,1.0,0.0,0.0
CSMD3,1.0,0.0,0.0
FUBP1,1.0,0.0,0.0
IDH1,1.0,0.0,0.0
ZNF878,1.0,0.0,0.0
BAP1,1.0,0.0,0.0
TWIST1,1.0,0.0,0.0
