Hugo_Symbol,Score
ACBD3,0.8605404
ACTN2,0.7157521
ADAM15,0.7972552
ADAM30,0.30861726
ADAMTSL4,0.9164655
ADSS,0.7552339
AGL,0.7146597
AHCYL1,0.82291144
ALG6,0.2984576
ANGPTL7,0.1701418
ANKRD35,0.679956
ARHGEF11,0.9058783
ARID1A,0.9947614
ARTN,0.259671
ASH1L,0.92835075
ASPM,0.9975169
ASTN1,0.7370586
ATF6,0.59318584
ATP13A2,0.43113902
ATP1A2,0.9031334
ATP1A4,0.26644656
ATP5F1,0.7515913
ATP8B2,0.74952906
BAI2,0.83985454
BCAN,0.7901193
BMP8B,0.44896054
BRDT,0.32326657
C1QC,0.15670891
C1orf158,0.18798555
C1orf226,0.23016798
C1orf54,0.6601823
C1orf87,0.93360424
C8B,0.27903116
CACNA1S,0.9587546
CADM3,0.7082631
CAMTA1,0.7211737
CAPN2,0.89495885
CCDC30,0.28732163
CCNL2,0.966645
CD1A,0.095710255
CD1C,0.46381947
CD1E,0.0712407
CD5L,0.33158877
CDC7,0.7923579
CDC73,0.9972735
CEP104,0.17878309
CEP350,0.7973119
CHD5,0.936487
CHIA,0.352199
CHRNB2,0.916988
CLK2,0.6262162
CR2,0.9999647
CRB1,0.701154
CSMD2,0.875076
CTBS,0.28962392
CYP4A22,0.4627515
DENND2C,0.4643135
DENND4B,0.38083768
DHCR24,0.98174906
DISC1,0.84254533
DLGAP3,0.9423943
DMAP1,0.9871882
DMRTB1,0.5572426
DNAH14,0.7279983
DPYD,0.9998393
DSTYK,0.70599645
DTL,0.24607807
DUSP12,0.3149803
DUSP27,0.8353133
DVL1,0.6477497
AGO3,0.98393977
EIF2D,0.71347386
ELAVL4,0.53872406
ELK4,0.8678687
ELTD1,0.9410634
EMC1,0.91628486
EPB41,0.6091871
EPHA10,0.8778186
EPHA8,0.64609927
EPRS,0.97175545
ESPN,0.23630735
EXO1,0.6690298
F5,0.87376684
FBXO6,0.9998429
FCRL3,0.2873802
FCRL5,0.18998165
FCRL6,0.5821022
FGGY,0.008345543
