gene_id,gene,pvalue
1071.0,PPP1CC,0.80439776
8580.0,CD83,0.8043364
691.0,BSG,0.80419755
1088.0,CD8A,0.80416393
8028.0,SENP5,0.8040843
2139.0,CEBPD,0.8038042
3758.0,SETBP1,0.80370843
9114.0,BTAF1,0.8037074
6144.0,GMCL1,0.8036059
1156.0,MLH3,0.803491
2833.0,MED14,0.8034105
5119.0,ZNF79,0.80329436
3083.0,DNAJA1,0.8031936
1842.0,IL17RD,0.803192
2056.0,EIF4A3,0.8031378
12307.0,CCN6,0.80311126
444.0,RAB3GAP2,0.80308557
5156.0,CEACAM6,0.8027755
5762.0,PACS1,0.80265075
8640.0,TMED5,0.80261135
10193.0,NMD3,0.80244505
5273.0,HLA-DQA1,0.8022825
2686.0,IGBP1,0.8022538
3873.0,MYO1E,0.802232
7414.0,PXMP2,0.8021938
11285.0,CHRND,0.80217725
6762.0,GABRG2,0.80214876
2500.0,PRSS23,0.8021013
9605.0,LGR4,0.80183107
5450.0,CHMP2B,0.80179036
2967.0,SRSF5,0.80171907
11938.0,LAMB2,0.8017008
3835.0,TMSB10,0.8015022
4019.0,TWF1,0.8013799
6760.0,CHAF1B,0.80135995
5102.0,INTS1,0.8012613
7665.0,SMS,0.8012177
3825.0,ATIC,0.80114156
2331.0,ALDH3A2,0.8011382
9090.0,STS,0.80101687
4513.0,JADE2,0.80083275
2895.0,TEX10,0.8007844
5038.0,PLP1,0.8006949
10963.0,TRAK2,0.80061203
4270.0,NR2E3,0.8004781
56.0,XRCC3,0.80040675
10088.0,LDLRAD4,0.80039084
3696.0,RBPMS,0.8003888
7886.0,GJB4,0.79969937
7391.0,GNRHR,0.79927707
563.0,NFKB2,0.79902613
4114.0,FADS2,0.7989241
8288.0,EIF2B2,0.7987235
2723.0,STRADB,0.7987037
927.0,SETDB1,0.7986351
3086.0,RHOG,0.7984097
3426.0,CACNA1I,0.798404
7961.0,ZMAT4,0.79819345
694.0,PPIA,0.7981898
9621.0,ARFGAP2,0.79810745
4087.0,USP5,0.7979852
4854.0,DHX16,0.7978268
8581.0,ZC3H14,0.79781514
7516.0,GCDH,0.7976358
9562.0,LMX1B,0.797477
7528.0,CAMKK1,0.7972833
12593.0,PCDHB16,0.7971588
6687.0,RPGRIP1,0.7971268
3501.0,KLHL9,0.79705447
3366.0,PRDX4,0.79664236
8319.0,POU5F1,0.7966408
9042.0,HCN2,0.7966386
3115.0,ULK1,0.7964288
1560.0,PROS1,0.7962103
2876.0,EPN2,0.7958709
11055.0,CFD,0.79586315
3574.0,MKNK1,0.79581577
5493.0,PBX4,0.7957934
11843.0,KIAA0586,0.7956534
640.0,CD70,0.7956482
4599.0,WTAP,0.7955681
10499.0,SYDE2,0.79546297
7588.0,GAPVD1,0.7954517
8139.0,KYNU,0.7948742
9295.0,MYO10,0.79481965
1913.0,PRKAR2A,0.7948178
9742.0,FCF1,0.79480463
5839.0,CCDC14,0.79476035
1365.0,RIPK2,0.7946331
973.0,PIK3C3,0.79458886
517.0,YBX1,0.7942429
3636.0,PROX1,0.7941633
3910.0,SPIB,0.79374784
10036.0,CADM3,0.7935669
1226.0,SNX2,0.79340947
4400.0,ZNF227,0.79331225
416.0,ABCG8,0.79330343
4086.0,LIMD1,0.7932682
904.0,RNF168,0.7932267
9567.0,LARS2,0.79320097
4674.0,PCSK5,0.79319483
3170.0,PON2,0.7929986
5006.0,MMS19,0.7926842
8131.0,C8A,0.79260457
7593.0,TCF20,0.7924382
866.0,MMP14,0.7923319
8556.0,MPHOSPH8,0.7923102
10557.0,SPTBN5,0.79222566
9798.0,OSTF1,0.79218227
5141.0,SLC1A1,0.7919853
5796.0,TMEM259,0.79193944
4241.0,EBP,0.7919133
6384.0,CBR1,0.79186714
344.0,PLAU,0.79177207
542.0,C3,0.79171765
2289.0,AGTR2,0.79139715
3774.0,LMO4,0.7912776
9426.0,HGFAC,0.7912298
1076.0,GP1BA,0.79112315
5581.0,YIPF3,0.7910584
9037.0,USP21,0.7909798
10946.0,EDN1,0.79095054
328.0,MTMR12,0.7908792
8825.0,GLS,0.79084235
4897.0,SUOX,0.7908058
8788.0,FABP1,0.7907553
11180.0,LAMB3,0.79058737
5218.0,PDIA4,0.7904704
2119.0,ELANE,0.7904159
8295.0,TRIP4,0.7902787
1402.0,FLT4,0.79024684
643.0,EDA2R,0.7901965
5640.0,VPS53,0.79013014
2005.0,TRIB3,0.7900629
4024.0,APOOL,0.78985375
7175.0,DZIP1,0.7898076
7302.0,PDE3B,0.7897089
12034.0,CNTNAP3,0.7896641
7721.0,POLE,0.78958654
8741.0,FANCE,0.789555
9614.0,SLC9A6,0.78946525
2288.0,REST,0.78942823
2419.0,DMTN,0.789422
4629.0,TRIP11,0.789375
9170.0,SCN3A,0.78936183
4512.0,SPC25,0.7891832
4875.0,RAB13,0.7891522
802.0,APP,0.7891395
7672.0,TULP4,0.7890997
818.0,CCNT1,0.78901684
9964.0,DIS3L,0.7889756
3632.0,NAA15,0.7889301
1513.0,SIRT2,0.7887659
10139.0,TALDO1,0.7887465
4926.0,TRPC3,0.7886488
11809.0,ITPA,0.7885442
5810.0,SLC9A3,0.7885268
2842.0,RHOH,0.788506
9520.0,CAV3,0.7883987
4700.0,HTATSF1,0.7883837
5962.0,N4BP3,0.7883531
10770.0,PRKAG2,0.7881026
7534.0,WDR74,0.78805596
7127.0,SCN5A,0.78767204
3206.0,ELOA,0.78760886
4718.0,SEC23B,0.78756166
3462.0,GRK4,0.78743786
291.0,GRIA1,0.7874211
6246.0,PLAGL2,0.78717506
7601.0,KIF2A,0.7870548
6040.0,TBRG4,0.78696007
2938.0,SULT2B1,0.7866791
6605.0,SIX2,0.78665257
10814.0,GRIP2,0.7866371
3273.0,PHC2,0.7865526
2217.0,NSFL1C,0.7865087
427.0,OXTR,0.7865023
7706.0,RNF19A,0.78648895
4390.0,ZNF620,0.7864006
11215.0,TSEN34,0.78636855
9565.0,PRDM10,0.7863647
1321.0,EWSR1,0.7863461
3288.0,MAPK8IP2,0.7863315
1162.0,CYBA,0.7862183
5866.0,PLN,0.78616655
383.0,ABHD5,0.78613967
6113.0,MADD,0.7860969
2068.0,DHX58,0.7860329
2582.0,SPG21,0.78580165
12923.0,HLA-DRB1,0.7857368
11963.0,GEN1,0.7856401
5585.0,MILR1,0.78560114
4483.0,HBP1,0.7855741
6204.0,ETFB,0.78550947
9899.0,BPIFA2,0.7854687
11773.0,TST,0.78538805
7918.0,BASP1,0.7853173
3695.0,TPM1,0.78527135
8942.0,MYCL,0.7852416
7855.0,FTSJ3,0.7851936
7358.0,CCR3,0.784717
1647.0,WAS,0.7847084
12703.0,RAET1E,0.7846865
2178.0,GAPDH,0.7845495
3881.0,SAFB2,0.7845485
7986.0,IPO7,0.78446037
10978.0,PTHLH,0.78429335
2418.0,PIGR,0.7841008
8877.0,ZKSCAN3,0.784051
1592.0,IFNAR2,0.78396654
9279.0,PARG,0.78384435
9227.0,INVS,0.7837769
5011.0,SH3GLB2,0.7836743
4349.0,MGRN1,0.7832491
902.0,PARP1,0.78321344
9199.0,TNFRSF21,0.7831491
9093.0,CD93,0.7830584
7110.0,TMEM174,0.7830329
6975.0,P4HA2,0.78256625
2830.0,KRT15,0.78242934
2628.0,PSMA7,0.7823824
10025.0,PGGT1B,0.7823577
6678.0,IER2,0.782237
8649.0,GLUL,0.7821974
9982.0,GPD1L,0.78211147
7363.0,EHD4,0.78194404
361.0,GCGR,0.7819299
5109.0,CLCNKA,0.78191495
8367.0,ADGRA3,0.7818716
176.0,ESRRA,0.7817598
7531.0,IL27RA,0.7817191
1571.0,BMPR1A,0.7817134
539.0,JUND,0.78159934
11659.0,CSNK1A1L,0.78143597
1717.0,STAT5B,0.78132015
11578.0,ZNF516,0.7809833
7252.0,SYNGAP1,0.78092986
6836.0,IFNA2,0.7808591
9590.0,DDHD2,0.7808263
6862.0,EPM2A,0.7807552
12731.0,IGSF6,0.780754
11780.0,RBM27,0.78054225
7575.0,ZNF451,0.78048694
12156.0,MCOLN3,0.7804508
5186.0,RCOR3,0.78041244
831.0,SERPING1,0.7802455
9762.0,RECK,0.7800599
9674.0,IKZF2,0.77989733
6542.0,LSG1,0.779731
12453.0,CKAP2L,0.7796776
4126.0,COPS4,0.77933806
2047.0,OPTN,0.7791927
4277.0,PKNOX2,0.77902776
11489.0,MDFIC,0.7789978
10605.0,FGD1,0.77878386
5216.0,PTBP2,0.7787065
9657.0,ARHGAP15,0.7786912
2259.0,MCM10,0.7783656
4013.0,AMFR,0.77828413
9834.0,ACOX1,0.77819973
1380.0,CITED1,0.7781389
1915.0,IRF2BP1,0.77803844
4147.0,ENO3,0.777906
3682.0,PDCD11,0.77785707
10055.0,SLC22A14,0.7778458
5326.0,SLU7,0.7777262
5231.0,ARPC3,0.7777257
9210.0,NOL10,0.7775818
4905.0,CNTROB,0.7773804
10809.0,FGF3,0.7773189
8151.0,TFEC,0.77730465
4200.0,METAP2,0.77724826
985.0,PFKL,0.77715003
3504.0,ANXA4,0.777117
7475.0,TDP1,0.77703315
199.0,TAP1,0.7768146
5255.0,INTS8,0.7768038
4267.0,SRSF2,0.7766947
9963.0,ART3,0.7766684
12408.0,ABCC3,0.77666456
7268.0,CNIH4,0.77662086
1276.0,PGF,0.7765156
28.0,CNGA1,0.7765029
11280.0,GNRH1,0.7764996
2603.0,ZCCHC8,0.7759321
2377.0,KRT85,0.77554464
6321.0,ZNF473,0.7753019
2515.0,SLC39A14,0.7750995
5565.0,CBX5,0.7750308
11061.0,HAPLN1,0.77493376
2891.0,MAPT,0.77477264
3727.0,PITX1,0.77473956
12706.0,BRINP3,0.77470106
4757.0,PRPF38A,0.77454054
7778.0,NUP58,0.7745159
9945.0,CNR1,0.774512
11689.0,MICU2,0.7744982
2650.0,ABCF1,0.7743935
3987.0,EIF2B1,0.77436554
1243.0,DLL4,0.77433515
5968.0,MRGBP,0.7742857
3878.0,EXOSC9,0.7742526
11539.0,PSD3,0.7742205
7760.0,SNX8,0.7742202
1975.0,SMPD3,0.77409184
8084.0,TUBB1,0.77405846
8833.0,PPP1R3D,0.77402586
4256.0,PRKAG1,0.77399325
9537.0,ZKSCAN5,0.7739594
2980.0,SIK3,0.77361244
2942.0,GATAD2B,0.77340585
6030.0,LPL,0.77327657
1578.0,NKX2-5,0.77299243
2364.0,AP1S2,0.7728928
6566.0,CBS,0.77280825
2132.0,CALM1,0.77271265
921.0,CHD3,0.7724704
3977.0,PCGF2,0.7723197
1776.0,DDC,0.77223116
7430.0,ZNF827,0.77209157
9469.0,LHX1,0.7718045
1330.0,SRF,0.7717009
4889.0,USP16,0.77166295
3497.0,MED10,0.77155745
4229.0,KIF21A,0.7713674
7917.0,IGF2,0.77113146
1584.0,ERBB3,0.7711283
12775.0,CRYL1,0.7710839
2138.0,PLOD1,0.77100766
2604.0,AKAP9,0.770918
2962.0,MX1,0.77091384
9346.0,PHKA1,0.7708554
347.0,PDZD11,0.7707981
10446.0,SWAP70,0.77067393
12825.0,TTLL9,0.77064085
6402.0,TRAK1,0.7705741
6421.0,MCU,0.77051955
4511.0,ZNF510,0.7705103
9374.0,GLRX5,0.7704912
430.0,CRHBP,0.77047217
10103.0,HAUS5,0.770208
9473.0,HMGB3,0.77012235
9198.0,ST3GAL1,0.77004206
10818.0,EPPK1,0.769945
12053.0,B4GALT4,0.7698296
6825.0,SDHD,0.76977444
2426.0,TUBA1A,0.76962286
11130.0,HOXD13,0.7694359
3905.0,PRKAA2,0.76941854
253.0,DCC,0.7692703
592.0,ILK,0.7691479
7794.0,API5,0.7689445
8258.0,OSBP,0.7688963
10777.0,SETMAR,0.76880485
8609.0,DGKH,0.7687742
1794.0,PDE3A,0.7687627
461.0,IL12A,0.7685453
5266.0,SPATA2,0.76845104
5483.0,KCTD3,0.7683437
5.0,KCNJ11,0.76832616
5656.0,CLINT1,0.76798534
2914.0,PRPS1,0.76792985
12476.0,KCNC4,0.7679194
11101.0,ERAS,0.7678622
4573.0,FUT8,0.7677179
6419.0,FHOD3,0.76743895
2223.0,DCAF16,0.7672584
7710.0,CHD1L,0.76724577
12488.0,MBOAT1,0.7670739
7689.0,CHAMP1,0.7670303
5986.0,UBASH3B,0.76696724
5993.0,HOXB2,0.7667792
7752.0,PDIA5,0.76651406
3510.0,SNRNP40,0.7662958
11361.0,GGNBP2,0.7662878
9501.0,REPS1,0.7662008
1375.0,E2F4,0.76612055
3272.0,TBC1D7,0.7660044
3162.0,TKT,0.76589227
266.0,DFFB,0.76581967
11481.0,CNNM4,0.7658095
9603.0,TBC1D2,0.76565444
428.0,OXT,0.7655931
3952.0,SNRPB,0.76552
12355.0,SLC5A2,0.76492316
2537.0,ADAR,0.7648998
2981.0,PYCR1,0.7648307
12090.0,FASTKD1,0.76478004
1232.0,BTC,0.76464397
11844.0,PPAT,0.76451665
4872.0,KCTD16,0.7644305
6789.0,SEC11C,0.76441205
2592.0,DNAJC3,0.7642778
7720.0,MDM1,0.76421076
4539.0,STK40,0.7642107
7434.0,TH,0.76408696
9027.0,CCDC40,0.76399094
3194.0,RAD17,0.76398814
4652.0,CTC1,0.7638605
3578.0,CYTH1,0.76378
3909.0,PRRC1,0.7637455
4530.0,CNTRL,0.76359266
3429.0,TBL3,0.7635899
8579.0,SRA1,0.7635483
10751.0,PAX4,0.7633307
9953.0,GALT,0.76316196
1989.0,COPB2,0.76304424
639.0,CD27,0.7629035
6485.0,UBN2,0.76272
1451.0,TRPV6,0.7625683
6264.0,TESK2,0.762376
1092.0,SEC31A,0.7621782
5031.0,DALRD3,0.76200104
8228.0,SCAP,0.7616905
6623.0,SPATA18,0.7614951
3190.0,ALDOA,0.7614208
4237.0,DMBX1,0.7611347
1500.0,KATNA1,0.76107883
767.0,TAB2,0.76105684
448.0,IL2RB,0.7610007
6297.0,PCM1,0.76091605
12388.0,CDKL4,0.76090145
11576.0,ENDOG,0.7608793
5740.0,TTC30B,0.7607672
2142.0,PDCD1,0.7607473
4936.0,KAT6B,0.7607412
4803.0,NPHP4,0.7606574
749.0,CSF3R,0.76046175
9692.0,ZNF140,0.7604379
3617.0,POGZ,0.760121
4880.0,DLX3,0.76006126
9872.0,RNF13,0.75993747
5242.0,DCTN4,0.7598076
11207.0,SLC9A5,0.75941944
7873.0,TBC1D15,0.75925887
6629.0,LSM5,0.75911146
2912.0,KRR1,0.7590468
345.0,PLAUR,0.7586821
10937.0,EMID1,0.75852156
7305.0,ATOX1,0.75837165
9620.0,LPIN1,0.7583504
8839.0,INTS2,0.7582783
5679.0,TMEM187,0.75818837
8733.0,MED9,0.7581664
2014.0,LRPPRC,0.75810784
5642.0,ZFP36L2,0.7579568
2928.0,NEFL,0.7576964
1700.0,GNAI1,0.75749445
5270.0,ZNF746,0.75747305
8322.0,GBF1,0.7573191
582.0,CTDNEP1,0.75724065
5849.0,CYP4F12,0.7568944
2702.0,SFXN2,0.75685126
7692.0,TPP1,0.7567959
7501.0,TUBGCP5,0.75676906
5828.0,KATNBL1,0.7567375
1879.0,YWHAG,0.7565852
54.0,PPP4C,0.7565224
11483.0,LOXHD1,0.7565097
10651.0,ZNF10,0.7564477
4545.0,DCBLD2,0.75626135
2630.0,MID1,0.75591147
9224.0,RRS1,0.75568837
7396.0,IAPP,0.75562495
7915.0,MIB1,0.755518
2390.0,CEP70,0.7553644
9019.0,SIX3,0.755264
1615.0,KIF7,0.7551972
7652.0,PPCDC,0.75506824
6980.0,POMGNT1,0.7549188
7795.0,BTG1,0.754857
1072.0,PPP1R15A,0.7546786
1518.0,CALM3,0.754606
2126.0,PTBP1,0.7546033
7365.0,RAB11FIP1,0.75459164
9976.0,NUCB1,0.7541739
5568.0,INO80E,0.75415665
274.0,GCH1,0.7541394
6583.0,SIK1,0.75413305
8181.0,LPAR6,0.7540902
10740.0,MCAM,0.75404453
1348.0,RACGAP1,0.7540435
11575.0,CALR3,0.754006
5356.0,MED8,0.75394595
4779.0,NMNAT1,0.75393647
368.0,CALCRL,0.7538392
9575.0,CCDC88C,0.753373
11618.0,GRSF1,0.753234
1753.0,NELFCD,0.75300044
10105.0,ADCY5,0.75277984
296.0,DGCR8,0.752699
1611.0,CD151,0.7526178
9155.0,SESN1,0.752614
897.0,HPS1,0.75258183
6235.0,CTSB,0.75251937
7723.0,CWC22,0.7524347
4016.0,AFF4,0.7524217
7290.0,TAGLN2,0.7523601
3902.0,TNFAIP1,0.7522215
8010.0,KIF5C,0.75217146
9706.0,EPHB6,0.7520438
12391.0,B4GALNT3,0.75201845
71.0,HEXA,0.7519733
3581.0,ACAT2,0.75186044
8163.0,NINJ1,0.7517154
8553.0,PAQR5,0.7515689
11353.0,KANSL3,0.7515643
7213.0,ISL1,0.75145435
11990.0,ZMYM1,0.7510841
3503.0,CLK2,0.7510837
7658.0,RAPH1,0.7509798
836.0,L1CAM,0.750977
4931.0,NCAPH2,0.75090176
565.0,MALT1,0.7508886
1893.0,XPO4,0.7507993
7419.0,P2RY6,0.750538
6383.0,TNFAIP8,0.7504788
652.0,TNFSF9,0.75024843
5131.0,PALLD,0.7501182
695.0,SLC7A7,0.75003225
4514.0,UBXN7,0.74978846
8824.0,TGS1,0.74971193
10755.0,BCAT2,0.749657
2892.0,KHDRBS3,0.7495757
10131.0,PDE1A,0.749493
10402.0,HTN1,0.7493724
5728.0,ALG10,0.74909043
534.0,PROCR,0.7489154
6544.0,NOSIP,0.7488756
5015.0,ASPA,0.7485145
4861.0,TYRP1,0.7485137
7700.0,NTN4,0.74835765
10074.0,PADI3,0.7483554
6757.0,ACTR5,0.7482911
6834.0,PRMT8,0.74825346
7180.0,SGO1,0.7482457
12707.0,GNL1,0.7482103
3670.0,EPN1,0.7477893
11501.0,PKLR,0.747689
3823.0,ATXN1,0.74734896
8594.0,MYO7B,0.7467374
1583.0,CTLA4,0.74672663
2672.0,ZNF638,0.74619395
5238.0,ZNF266,0.74618894
2384.0,MMP7,0.74616385
879.0,ZRANB1,0.7461623
7055.0,DCLRE1B,0.74615014
10022.0,EPS8L3,0.7460236
885.0,PTPRS,0.745583
2827.0,ATG4A,0.74555147
12928.0,SMOC2,0.74524915
2049.0,TAF15,0.74512565
6691.0,SERTAD2,0.7450906
720.0,PPM1B,0.74504
143.0,SUPT16H,0.7449771
11408.0,AMY2A,0.7447142
2710.0,DCUN1D1,0.7446138
544.0,CKB,0.7445619
12841.0,KMO,0.744521
11364.0,HIVEP3,0.7444695
7014.0,AHSA1,0.744395
6090.0,SSH1,0.74428046
12195.0,PLXDC2,0.7440317
1264.0,CRKL,0.7438594
5158.0,CCDC115,0.7438455
4933.0,PEX3,0.74379534
11918.0,CYP27A1,0.74367964
11892.0,AKR1C4,0.7435904
12600.0,CYP3A7,0.7435711
10379.0,PCSK1,0.7433044
12302.0,NAAA,0.7430798
8832.0,ARHGAP12,0.7425995
3751.0,BAG6,0.7425809
313.0,MTMR2,0.74255234
7439.0,RRAS,0.742513
1640.0,TUBB,0.74242777
6082.0,SLC35A1,0.7422983
6362.0,ETFDH,0.7420243
5386.0,PRRT2,0.7419625
2676.0,CTR9,0.7418446
1085.0,ORC2,0.74165624
4003.0,SCAF4,0.7415415
8086.0,ZDHHC7,0.74148566
11500.0,PAH,0.7414515
9424.0,OAS3,0.74143726
6176.0,DCLK1,0.7414166
10835.0,COL5A1,0.7412631
6615.0,RGS4,0.74126154
6693.0,RAB9A,0.7407984
3192.0,ZMYM3,0.7405407
6524.0,PHF12,0.740391
2189.0,EPC1,0.74027836
6310.0,MORC2,0.73975503
12063.0,SLC25A15,0.7395258
10358.0,SLAMF7,0.7395067
295.0,POLRMT,0.7393516
8477.0,TRERF1,0.73922455
5257.0,PPP2R5E,0.7391576
1987.0,PSMD13,0.73855096
5127.0,RNF115,0.7384656
7847.0,PLXNB2,0.7384494
8106.0,CYP2C8,0.73814017
6170.0,SERPINH1,0.7380443
3615.0,FCGR2A,0.73788303
6802.0,VPS26A,0.7377411
8531.0,GRHL3,0.73758
11478.0,MGAT5,0.73742735
3750.0,SOD2,0.73739994
7735.0,MXD4,0.73721623
6901.0,DDX54,0.7371037
2075.0,MORF4L1,0.7370974
3961.0,RBM15B,0.7370508
2351.0,CDK5RAP2,0.73690945
285.0,GOLGA2,0.7367767
4127.0,ADRA2B,0.7367663
801.0,SORL1,0.73668253
11332.0,CDH12,0.7365921
869.0,HAT1,0.736459
5546.0,GNPTAB,0.7363999
8397.0,ZNF3,0.7363147
6505.0,BBS10,0.7361682
6935.0,POLK,0.7361529
5049.0,HSPA6,0.7359266
6668.0,ARHGEF3,0.73576444
3209.0,RUFY1,0.73572534
10560.0,LYRM1,0.7356718
996.0,PLXNB1,0.73562944
5989.0,ARPC2,0.7355903
11162.0,OSCAR,0.7355282
7980.0,AP4B1,0.7354327
1656.0,DEF6,0.7354108
6269.0,DEPTOR,0.73531455
6307.0,ZMAT3,0.73531055
8666.0,ATP6V0A2,0.73503953
1642.0,DUSP3,0.73497075
302.0,DNMT3L,0.73492974
9451.0,ADTRP,0.7348792
5685.0,NLGN3,0.7348014
6365.0,PRICKLE1,0.7347463
10217.0,NAA16,0.73467517
6363.0,RND1,0.7343332
6522.0,CABP2,0.73430884
1438.0,SMAD6,0.73412395
1927.0,PJA1,0.7341043
5261.0,BRMS1,0.73407
1947.0,FZD3,0.73402417
11041.0,MGMT,0.7340124
6828.0,TPRX1,0.73385656
663.0,GP6,0.73356295
10183.0,GRIA3,0.7334329
7315.0,GNPAT,0.7333655
8653.0,EIF3C,0.73333806
3561.0,SH3PXD2A,0.7331597
1742.0,SLC25A4,0.73304796
2396.0,AP1B1,0.73294437
5043.0,WFS1,0.73293555
11184.0,GPD2,0.7328705
11391.0,DSCC1,0.732801
9888.0,RFX5,0.7322781
4669.0,ABHD16A,0.73187053
545.0,PRDX6,0.7318698
10958.0,OPRPN,0.7318306
6796.0,ADORA1,0.7317184
10215.0,RRP15,0.7315305
3037.0,PADI1,0.73150843
12155.0,ITLN2,0.7313442
10352.0,BMS1,0.7313088
12296.0,UBR3,0.7308171
981.0,DACT1,0.7307671
244.0,CRLF1,0.7307353
254.0,MAGED1,0.7306814
1935.0,FZD4,0.73065704
3726.0,CHERP,0.7305486
10340.0,PUM1,0.7304424
12065.0,KLRG2,0.7301787
4285.0,SFI1,0.73007953
6003.0,TNNC1,0.7299931
5065.0,MKLN1,0.7299554
3595.0,ABI2,0.7298223
4357.0,PRPF6,0.72968113
1988.0,PSMD3,0.7295352
9337.0,ABCA2,0.7295033
8429.0,ZNF609,0.72934943
8360.0,ACAA1,0.72927743
3498.0,WDR43,0.72922224
732.0,BLNK,0.7291571
10924.0,MINPP1,0.72915256
2640.0,PDIA6,0.7288472
11550.0,PARS2,0.72881067
3471.0,RBMXL1,0.72867405
27.0,GNGT1,0.72861034
751.0,STX1A,0.7283543
6852.0,TBX5,0.72811234
7591.0,NEK4,0.72810036
2200.0,MYSM1,0.72801036
10711.0,AFTPH,0.72781956
6132.0,ARHGAP17,0.72781557
3528.0,NUDT21,0.72766346
1922.0,STK11IP,0.72765076
6408.0,TBX19,0.7276036
646.0,TNFRSF4,0.7274521
1609.0,ERBIN,0.72739077
9973.0,RNF103,0.7273799
10816.0,PPM1E,0.72721845
12214.0,BTN3A3,0.7271957
10261.0,ABAT,0.7271446
11682.0,FAM120B,0.72695947
6349.0,ESRRB,0.72677934
6701.0,ZNF281,0.7266548
10723.0,CYP4B1,0.72629523
8819.0,RALGAPA1,0.7262855
10877.0,CDH7,0.725769
8122.0,KIF4A,0.72557837
5121.0,PAICS,0.72549295
3381.0,STOML2,0.7252308
9490.0,FDX1,0.72522026
3461.0,UPF1,0.72520155
12078.0,NDST2,0.7246796
7167.0,IFT122,0.7243195
766.0,MAP3K7,0.7239997
9256.0,COL2A1,0.72376126
4593.0,KIAA0753,0.7235175
1297.0,PPP2R3B,0.7234032
4974.0,ZNF330,0.72329605
11080.0,GABRR2,0.7232026
2508.0,CNOT7,0.72304463
6438.0,ZBTB22,0.72304165
7751.0,HOXB7,0.7229761
10464.0,RCE1,0.72293687
3144.0,MERTK,0.7228252
12716.0,DHRS3,0.72278166
532.0,F13A1,0.7226439
12116.0,MTHFR,0.7224905
2303.0,AHCY,0.7221607
12205.0,MUCL1,0.72185546
2862.0,SHMT2,0.7217275
7646.0,DLD,0.7214863
1465.0,RUVBL1,0.72137713
10884.0,FDXR,0.7213215
2638.0,HERPUD1,0.7212435
1452.0,UBE2D3,0.7211265
5913.0,ZNF143,0.7211239
12179.0,HSD17B6,0.72105575
9108.0,RAP1GAP2,0.72085905
6872.0,IFT81,0.72067064
550.0,CCAR2,0.7205858
9161.0,OR5F1,0.7203335
12363.0,OXCT2,0.7203142
403.0,GABPA,0.71994317
11948.0,RAP2C,0.7197369
11328.0,TCFL5,0.71953684
9825.0,HECW2,0.7193926
9230.0,SLC6A2,0.71906596
8427.0,ESF1,0.7189599
10767.0,GPC3,0.71874666
1892.0,PPM1A,0.71855336
7342.0,TPCN1,0.7183986
1777.0,PRMT1,0.71826804
12669.0,OLR1,0.71820354
857.0,ITGAE,0.7180058
5370.0,VAPB,0.71795017
5597.0,KCNA1,0.7177741
8240.0,ZNF786,0.7177642
5334.0,RAD54B,0.71767676
5291.0,ROS1,0.7176688
3530.0,NOL11,0.7175481
7270.0,XCL1,0.7172229
6535.0,STRN4,0.71681726
11685.0,IDH1,0.71680564
2653.0,WIPI2,0.71677864
5477.0,KCNA2,0.7167091
9543.0,NAGPA,0.7165473
10363.0,CHD5,0.71626914
12828.0,DCT,0.71612436
10572.0,GAS2L1,0.7159352
6571.0,SH3GL1,0.71593004
533.0,PROC,0.7159246
4735.0,ATP2C2,0.7158793
3558.0,ZBTB24,0.7158721
7145.0,TBX6,0.71563244
10944.0,VWA1,0.71548766
5990.0,HSPA13,0.7154865
9262.0,PCSK4,0.7153538
2889.0,PHF11,0.715331
4734.0,POLD2,0.71530634
221.0,RAD18,0.7151506
2769.0,ECH1,0.7150087
3127.0,SERPIND1,0.71451235
1780.0,SF1,0.7144082
4465.0,PYGL,0.7143206
2471.0,CARD10,0.71417487
1068.0,EIF4A1,0.7139744
5305.0,GJA8,0.71395165
6589.0,RHOBTB3,0.7136838
11559.0,ZSCAN31,0.71360725
10307.0,SCNN1A,0.7135946
10905.0,BACE2,0.713452
5244.0,CRYGC,0.7129005
1205.0,FOXP3,0.71283007
11316.0,SLC5A7,0.7127679
9058.0,PGS1,0.7126861
207.0,TNFRSF1A,0.71233326
1876.0,PSMD4,0.7123075
10619.0,ZNF2,0.7121296
2366.0,LRRFIP1,0.71211225
8281.0,PIK3IP1,0.7120482
4508.0,TXN2,0.71204704
12752.0,ALDH1A3,0.7118472
9349.0,LMBRD1,0.71162933
11913.0,ABCC6,0.71118504
10509.0,UGT2B15,0.71111965
5980.0,BSCL2,0.71110266
2249.0,SLC25A5,0.71106994
4195.0,SAP30BP,0.7110442
7506.0,RPGR,0.7109119
8909.0,RASSF9,0.7108751
1871.0,ID2,0.7108543
12429.0,SCD5,0.7108024
8000.0,SDAD1,0.7107408
349.0,OSTM1,0.71066105
1904.0,STRAP,0.7105625
4169.0,SNX18,0.7105297
2386.0,EIF1AX,0.7104852
11519.0,ACADSB,0.7104835
165.0,VEGFA,0.7104448
12084.0,NELL2,0.7104443
7143.0,RAB10,0.71041304
1634.0,DNM2,0.7102871
8855.0,PDE2A,0.7101703
3999.0,AKAP8L,0.7101223
3254.0,RSRC1,0.70995003
8300.0,GM2A,0.7096294
1710.0,RAN,0.7092953
9013.0,CPSF3,0.70927286
7357.0,IFT27,0.7091019
2893.0,KCNH2,0.7090674
11652.0,TET1,0.70894843
5399.0,SECISBP2,0.7087953
2768.0,UQCRC2,0.70878184
7558.0,ANKLE2,0.708733
6821.0,NKRF,0.7084318
