Hugo_Symbol,Score
AADACL3,0.73345995
AADACL4,0.7563396
ABCA4,0.5453747
ABCD3,0.928789
ABL2,0.8543151
ACADM,0.7107414
ACTL8,0.85424036
ACTN2,0.7830123
ACTRT2,0.5091986
ADAM15,0.8172592
ADAM30,0.9693424
ADAR,0.9769232
ADCK3,0.36872506
ADCY10,0.9999951
AGL,0.8700622
AGMAT,0.5777343
AGRN,0.9888805
AGT,0.111386865
AHCTF1,0.5432652
AHCYL1,0.81595516
AHDC1,0.9920555
AIDA,0.776503
AIM1L,0.99656564
AK2,0.8203731
AK5,0.4412923
AKNAD1,0.99424654
AKR1A1,0.68172723
AKT3,0.946295
ALPL,0.1888293
AMPD1,0.99998593
AMPD2,0.98683584
AMY2A,0.068671584
AMY2B,0.29406208
ANGPTL1,0.1957515
ANGPTL3,0.64868975
ANGPTL7,0.2724314
ANKRD13C,0.97666544
ANKRD34A,0.40977955
ANKRD35,0.62878776
AP4B1,0.4401682
APOBEC4,0.22663277
ARF1,0.7260585
ARHGAP30,0.61518
ARHGEF11,0.9999242
ARHGEF2,0.67705566
ARID1A,0.99146456
ARNT,0.93050057
ASAP3,0.23171668
ASH1L,0.95145774
ASPM,0.99747556
ASTN1,0.5671096
ATAD3A,0.68121743
ATG4C,0.9806639
ATP13A2,0.7385679
ATP1A1,0.88028055
ATP1A2,0.9884155
ATP1A4,0.79358596
ATP8B2,0.9710876
ATXN7L2,0.5754015
AUNIP,0.35815594
AXDND1,0.086340904
B3GALNT2,0.6221553
B3GALT2,0.49936238
BCAN,0.6917388
BCAR3,0.34580925
BCAS2,0.91080827
BCL9,0.7933416
BRDT,0.7971807
BSDC1,0.9744347
BSND,0.112255834
BTBD8,0.9998915
BTG2,0.9950805
C1QC,0.37941024
C1orf101,0.9236797
C1orf110,0.4099733
C1orf112,0.6881661
CCDC181,0.55556613
C1orf122,0.6319794
C1orf123,0.3501623
C1orf159,0.2173982
C1orf168,0.98557776
C1orf198,0.9960674
C1orf204,0.10260894
C1orf52,0.22717874
C1orf94,0.9619277
C4BPA,0.56586325
C8A,0.83493626
C8B,0.20390505
CA14,0.60210735
CACHD1,0.6620519
CACNA1S,0.7915237
CACYBP,0.74483407
CADM3,0.38929397
CAMSAP2,0.9790273
CAMTA1,0.9937989
CAPN2,0.77965
CAPN9,0.9965881
CASQ1,0.09028876
CASQ2,0.9981008
CATSPER4,0.15737206
CCBL2,0.2567523
CCDC163P,0.026833933
CCDC18,0.9941478
CCDC24,0.73751795
CCDC27,0.2373064
CCDC30,0.998809
CD101,0.6948362
CD1B,0.22130172
CD1D,0.80082977
CD1E,0.99808455
CD2,0.85974133
CD34,0.9835074
CD53,0.09274392
CD55,0.32760823
CD5L,0.06306899
CDC14A,0.66541684
CDC20,0.8309642
CDC42BPA,0.99425584
CDC7,0.8550933
CDC73,0.9887111
CDCP2,0.54861546
CDKN2C,0.6603263
CELA3A,0.2469605
CELA3B,0.98494846
CELF3,0.21033327
CELSR2,0.9928397
CENPF,0.99880946
CENPL,0.5323329
CEP104,0.5556661
CEP170,0.95490223
CEP350,0.98402196
CERS2,0.38387448
CFH,0.8937218
CFHR2,0.08275449
CFHR3,0.8013825
CFHR4,0.6551946
CGN,0.4728818
CHD5,0.98806274
CHI3L1,0.44052863
CHIA,0.9787254
CHIT1,0.8713621
CHML,0.66449475
CHRM3,0.9905922
CHRNB2,0.84673417
CLCA1,0.15373757
CLCA2,0.2814458
CLCA4,0.48933864
CLCC1,0.46746486
CLCN6,0.65269643
CLCNKA,0.17210619
CLDN19,0.22485264
CLIC4,0.98205805
CLSPN,0.8930789
CLSTN1,0.99095285
CNIH4,0.7853378
CNKSR1,0.997186
CNR2,0.7177126
CNST,0.5367675
CNTN2,0.9138172
COA6,0.49313164
COG2,0.27260548
COL16A1,0.9534357
COL24A1,0.9441113
COL8A2,0.5826766
COL9A2,0.21481003
COLGALT2,0.71570647
COPA,0.75242245
CPSF3L,0.8929562
CR1,0.9999709
CR1L,0.81963104
CR2,0.6371611
CRB1,0.8818909
CREB3L4,0.97056097
CRNN,0.21260314
CROCC,0.9824477
CRP,0.45945263
CRYZ,0.22986801
CSF3R,0.9752067
CSMD2,0.9954959
CTH,0.68450594
CTPS1,0.7365533
CTSE,0.951177
CTSK,0.5809774
CTSS,0.10720385
CYB5R1,0.4012761
CYB5RL,0.52553463
CYP2J2,0.1633978
CYP4A11,0.5640098
CYP4B1,0.66233385
CYP4X1,0.35270587
DAB1,0.53002733
DAP3,0.3940816
DCAF6,0.95792764
DCDC2B,0.101365596
DCLRE1B,0.8637246
DCST1,0.5659147
DCST2,0.80300325
DDAH1,0.8907333
DDOST,0.6132424
DDR2,0.6665171
DDX20,0.983426
DDX59,0.8596212
DEDD,0.20284154
DEGS1,0.35648316
DENND2C,0.9970668
DENND2D,0.90525395
DENND4B,0.3696152
DFFB,0.2842347
DHCR24,0.21624404
DHX9,0.98004377
DIRAS3,0.2506618
DISC1,0.9982116
DISP1,0.58616966
DMAP1,0.7119569
DNAH14,0.99516875
DNAJB4,0.7990998
DNAJC11,0.3244954
DNAJC16,0.74527085
DNASE2B,0.9984641
DNM3,0.8898632
DNTTIP2,0.6174319
DOCK7,0.9999994
DPH2,0.69355196
DPT,0.99761426
DPYD,0.985768
DTL,0.5127731
DUSP10,0.42686608
