gene,Score,p,qvalue
ABCA13,1.0,0.0,0.0
KDM5C,1.0,0.0,0.0
STXBP5L,1.0,0.0,0.0
KDM6A,1.0,0.0,0.0
LAMTOR1,1.0,0.0,0.0
ZNF292,1.0,0.0,0.0
CCK,1.0,0.0,0.0
CUL3,1.0,0.0,0.0
NCOR1,1.0,0.0,0.0
CNIH1,1.0,0.0,0.0
STK11,1.0,0.0,0.0
FGFR2,1.0,0.0,0.0
GATA3,1.0,0.0,0.0
PIK3R1,1.0,0.0,0.0
FAM209A,1.0,0.0,0.0
CUL1,1.0,0.0,0.0
PHF5A,1.0,0.0,0.0
FUBP1,1.0,0.0,0.0
PBRM1,1.0,0.0,0.0
APC,1.0,0.0,0.0
NF2,1.0,0.0,0.0
SPOP,1.0,0.0,0.0
KMT2A,1.0,0.0,0.0
KRAS,1.0,0.0,0.0
SMAD4,1.0,0.0,0.0
SMAD2,1.0,0.0,0.0
USH2A,1.0,0.0,0.0
GINS1,1.0,0.0,0.0
CDH1,1.0,0.0,0.0
DNAH7,1.0,0.0,0.0
PRKDC,1.0,0.0,0.0
TREX2,1.0,0.0,0.0
ZFP36L1,1.0,0.0,0.0
KEAP1,1.0,0.0,0.0
CHD8,1.0,0.0,0.0
CDKN1A,1.0,0.0,0.0
RB1,1.0,0.0,0.0
HNRNPA1,1.0,0.0,0.0
ARID2,1.0,0.0,0.0
BRCA1,1.0,0.0,0.0
HRAS,1.0,0.0,0.0
MAX,1.0,0.0,0.0
CTNNB1,1.0,0.0,0.0
NOTCH2,1.0,0.0,0.0
SACS,1.0,0.0,0.0
HUWE1,1.0,0.0,0.0
ARHGAP35,1.0,0.0,0.0
DNAH8,1.0,0.0,0.0
FBXW7,1.0,0.0,0.0
KMT2C,1.0,0.0,0.0
NRAS,1.0,0.0,0.0
FAT4,1.0,0.0,0.0
NTRK1,1.0,0.0,0.0
LRP2,1.0,0.0,0.0
LRP1B,1.0,0.0,0.0
RASA1,1.0,0.0,0.0
FAT1,1.0,0.0,0.0
PTMA,1.0,0.0,0.0
NOTCH1,1.0,0.0,0.0
