,gene,transcript,protein_change,score,pvalue,qvalue,info
0,TP53,.,.,.,16.0,0.0,FILTER=PASS
1,TTN,.,.,.,16.0,0.0,FILTER=PASS
2,MUC16,.,.,.,16.0,0.0,FILTER=PASS
3,CSMD3,.,.,.,16.0,0.0,FILTER=PASS
4,PIK3CA,.,.,.,16.0,0.0,FILTER=PASS
5,LRP1B,.,.,.,16.0,0.0,FILTER=PASS
6,DNAH5,.,.,.,16.0,0.0,FILTER=PASS
7,PCLO,.,.,.,16.0,0.0,FILTER=PASS
8,USH2A,.,.,.,16.0,0.0,FILTER=PASS
9,FLG,.,.,.,16.0,0.0,FILTER=PASS
10,SYNE1,.,.,.,16.0,0.0,FILTER=PASS
11,RYR2,.,.,.,16.0,0.0,FILTER=PASS
12,ZFHX4,.,.,.,16.0,0.0,FILTER=PASS
13,PTEN,.,.,.,16.0,0.0,FILTER=PASS
14,KMT2D,.,.,.,16.0,0.0,FILTER=PASS
15,OBSCN,.,.,.,16.0,0.0,FILTER=PASS
16,SPTA1,.,.,.,16.0,0.0,FILTER=PASS
17,CSMD1,.,.,.,16.0,0.0,FILTER=PASS
18,HMCN1,.,.,.,16.0,0.0,FILTER=PASS
19,XIRP2,.,.,.,16.0,0.0,FILTER=PASS
20,MUC17,.,.,.,16.0,0.0,FILTER=PASS
21,BRAF,.,.,.,16.0,0.0,FILTER=PASS
22,FAT3,.,.,.,16.0,0.0,FILTER=PASS
23,KMT2C,.,.,.,16.0,0.0,FILTER=PASS
24,FAT4,.,.,.,16.0,0.0,FILTER=PASS
25,ARID1A,.,.,.,16.0,0.0,FILTER=PASS
26,APC,.,.,.,16.0,0.0,FILTER=PASS
27,KRAS,.,.,.,16.0,0.0,FILTER=PASS
28,APOB,.,.,.,16.0,0.0,FILTER=PASS
29,GPR98,.,.,.,16.0,0.0,FILTER=PASS
30,DNAH8,.,.,.,16.0,0.0,FILTER=PASS
31,DNAH7,.,.,.,16.0,0.0,FILTER=PASS
32,DNAH9,.,.,.,16.0,0.0,FILTER=PASS
33,PKHD1L1,.,.,.,16.0,0.0,FILTER=PASS
34,RYR3,.,.,.,16.0,0.0,FILTER=PASS
35,PCDH15,.,.,.,16.0,0.0,FILTER=PASS
36,RYR1,.,.,.,16.0,0.0,FILTER=PASS
37,LRP2,.,.,.,16.0,0.0,FILTER=PASS
38,NEB,.,.,.,16.0,0.0,FILTER=PASS
39,DMD,.,.,.,16.0,0.0,FILTER=PASS
40,AHNAK2,.,.,.,16.0,0.0,FILTER=PASS
41,FAT1,.,.,.,16.0,0.0,FILTER=PASS
42,COL11A1,.,.,.,16.0,0.0,FILTER=PASS
43,FAM135B,.,.,.,16.0,0.0,FILTER=PASS
44,DNAH11,.,.,.,16.0,0.0,FILTER=PASS
45,IDH1,.,.,.,16.0,0.0,FILTER=PASS
46,CSMD2,.,.,.,16.0,0.0,FILTER=PASS
47,ABCA13,.,.,.,16.0,0.0,FILTER=PASS
48,PKHD1,.,.,.,16.0,0.0,FILTER=PASS
49,ATRX,.,.,.,16.0,0.0,FILTER=PASS
50,MUC5B,.,.,.,16.0,0.0,FILTER=PASS
51,HYDIN,.,.,.,16.0,0.0,FILTER=PASS
52,PAPPA2,.,.,.,16.0,0.0,FILTER=PASS
53,NAV3,.,.,.,16.0,0.0,FILTER=PASS
54,RP1,.,.,.,16.0,0.0,FILTER=PASS
55,AHNAK,.,.,.,16.0,0.0,FILTER=PASS
56,CUBN,.,.,.,16.0,0.0,FILTER=PASS
57,NF1,.,.,.,16.0,0.0,FILTER=PASS
58,SI,.,.,.,16.0,0.0,FILTER=PASS
59,RELN,.,.,.,16.0,0.0,FILTER=PASS
60,DNAH3,.,.,.,16.0,0.0,FILTER=PASS
61,ANK3,.,.,.,16.0,0.0,FILTER=PASS
62,ANK2,.,.,.,16.0,0.0,FILTER=PASS
63,THSD7B,.,.,.,16.0,0.0,FILTER=PASS
